hello world?
Span Loc(m)	Chord(m)	IB Height(m)	IB Width(m)	Moment(Nm)	Web Height(m)	IB Area(m2)	Wing Weight(N)
1.232000	0.503967	0.037798	0.067028	541.168734	0.026047	0.000814	31.111643
1.234000	0.503915	0.037794	0.067021	540.479503	0.026060	0.000812	31.078498
1.236000	0.503862	0.037790	0.067014	539.790765	0.026073	0.000811	31.045398
1.238000	0.503808	0.037786	0.067007	539.102521	0.026086	0.000810	31.012342
1.240000	0.503755	0.037782	0.066999	538.414771	0.026099	0.000809	30.979330
1.242000	0.503702	0.037778	0.066992	537.727513	0.026112	0.000808	30.946362
1.244000	0.503649	0.037774	0.066985	537.040750	0.026125	0.000806	30.913438
1.246000	0.503595	0.037770	0.066978	536.354479	0.026137	0.000805	30.880558
1.248000	0.503541	0.037766	0.066971	535.668702	0.026150	0.000804	30.847721
1.250000	0.503488	0.037762	0.066964	534.983417	0.026163	0.000803	30.814927
1.252000	0.503434	0.037758	0.066957	534.298626	0.026175	0.000802	30.782178
1.254000	0.503380	0.037754	0.066950	533.614328	0.026188	0.000800	30.749471
1.256000	0.503326	0.037749	0.066942	532.930523	0.026201	0.000799	30.716808
1.258000	0.503272	0.037745	0.066935	532.247211	0.026213	0.000798	30.684189
1.260000	0.503218	0.037741	0.066928	531.564392	0.026226	0.000797	30.651612
1.262000	0.503164	0.037737	0.066921	530.882066	0.026238	0.000796	30.619079
1.264000	0.503110	0.037733	0.066914	530.200232	0.026251	0.000795	30.586588
1.266000	0.503055	0.037729	0.066906	529.518892	0.026263	0.000793	30.554141
1.268000	0.503001	0.037725	0.066899	528.838044	0.026275	0.000792	30.521736
1.270000	0.502946	0.037721	0.066892	528.157688	0.026288	0.000791	30.489375
1.272000	0.502892	0.037717	0.066885	527.477825	0.026300	0.000790	30.457056
1.274000	0.502837	0.037713	0.066877	526.798455	0.026312	0.000789	30.424779
1.276000	0.502782	0.037709	0.066870	526.119578	0.026325	0.000788	30.392545
1.278000	0.502727	0.037705	0.066863	525.441192	0.026337	0.000786	30.360354
1.280000	0.502672	0.037700	0.066855	524.763299	0.026349	0.000785	30.328205
1.282000	0.502617	0.037696	0.066848	524.085899	0.026361	0.000784	30.296099
1.284000	0.502562	0.037692	0.066841	523.408990	0.026373	0.000783	30.264035
1.286000	0.502506	0.037688	0.066833	522.732574	0.026386	0.000782	30.232013
1.288000	0.502451	0.037684	0.066826	522.056650	0.026398	0.000781	30.200033
1.290000	0.502395	0.037680	0.066819	521.381218	0.026410	0.000779	30.168095
1.292000	0.502340	0.037675	0.066811	520.706279	0.026422	0.000778	30.136199
1.294000	0.502284	0.037671	0.066804	520.031831	0.026434	0.000777	30.104345
1.296000	0.502228	0.037667	0.066796	519.357875	0.026446	0.000776	30.072533
1.298000	0.502172	0.037663	0.066789	518.684411	0.026458	0.000775	30.040762
1.300000	0.502116	0.037659	0.066781	518.011439	0.026470	0.000774	30.009033
1.302000	0.502060	0.037655	0.066774	517.338959	0.026481	0.000773	29.977346
1.304000	0.502004	0.037650	0.066767	516.666970	0.026493	0.000771	29.945700
1.306000	0.501948	0.037646	0.066759	515.995473	0.026505	0.000770	29.914096
1.308000	0.501892	0.037642	0.066752	515.324468	0.026517	0.000769	29.882533
1.310000	0.501835	0.037638	0.066744	514.653954	0.026529	0.000768	29.851012
1.312000	0.501779	0.037633	0.066737	513.983932	0.026540	0.000767	29.819531
1.314000	0.501722	0.037629	0.066729	513.314401	0.026552	0.000766	29.788092
1.316000	0.501665	0.037625	0.066722	512.645361	0.026564	0.000765	29.756694
1.318000	0.501609	0.037621	0.066714	511.976813	0.026575	0.000763	29.725336
1.320000	0.501552	0.037616	0.066706	511.308756	0.026587	0.000762	29.694020
1.322000	0.501495	0.037612	0.066699	510.641191	0.026599	0.000761	29.662745
1.324000	0.501438	0.037608	0.066691	509.974117	0.026610	0.000760	29.631510
1.326000	0.501381	0.037604	0.066684	509.307533	0.026622	0.000759	29.600316
1.328000	0.501323	0.037599	0.066676	508.641441	0.026633	0.000758	29.569162
1.330000	0.501266	0.037595	0.066668	507.975840	0.026645	0.000757	29.538049
1.332000	0.501209	0.037591	0.066661	507.310730	0.026656	0.000756	29.506977
1.334000	0.501151	0.037586	0.066653	506.646110	0.026667	0.000754	29.475945
1.336000	0.501093	0.037582	0.066645	505.981982	0.026679	0.000753	29.444953
1.338000	0.501036	0.037578	0.066638	505.318344	0.026690	0.000752	29.414002
1.340000	0.500978	0.037573	0.066630	504.655197	0.026701	0.000751	29.383091
1.342000	0.500920	0.037569	0.066622	503.992540	0.026713	0.000750	29.352219
1.344000	0.500862	0.037565	0.066615	503.330375	0.026724	0.000749	29.321388
1.346000	0.500804	0.037560	0.066607	502.668699	0.026735	0.000748	29.290597
1.348000	0.500746	0.037556	0.066599	502.007515	0.026746	0.000747	29.259846
1.350000	0.500687	0.037552	0.066591	501.346820	0.026758	0.000746	29.229134
1.352000	0.500629	0.037547	0.066584	500.686616	0.026769	0.000744	29.198462
1.354000	0.500571	0.037543	0.066576	500.026903	0.026780	0.000743	29.167830
1.356000	0.500512	0.037538	0.066568	499.367680	0.026791	0.000742	29.137238
1.358000	0.500453	0.037534	0.066560	498.708946	0.026802	0.000741	29.106685
1.360000	0.500395	0.037530	0.066552	498.050703	0.026813	0.000740	29.076171
1.362000	0.500336	0.037525	0.066545	497.392951	0.026824	0.000739	29.045697
1.364000	0.500277	0.037521	0.066537	496.735688	0.026835	0.000738	29.015262
1.366000	0.500218	0.037516	0.066529	496.078915	0.026846	0.000737	28.984866
1.368000	0.500159	0.037512	0.066521	495.422632	0.026857	0.000736	28.954510
1.370000	0.500099	0.037507	0.066513	494.766839	0.026868	0.000735	28.924192
1.372000	0.500040	0.037503	0.066505	494.111536	0.026879	0.000733	28.893914
1.374000	0.499981	0.037499	0.066497	493.456722	0.026889	0.000732	28.863675
1.376000	0.499921	0.037494	0.066490	492.802398	0.026900	0.000731	28.833474
1.378000	0.499862	0.037490	0.066482	492.148564	0.026911	0.000730	28.803312
1.380000	0.499802	0.037485	0.066474	491.495219	0.026922	0.000729	28.773189
1.382000	0.499742	0.037481	0.066466	490.842364	0.026932	0.000728	28.743105
1.384000	0.499682	0.037476	0.066458	490.189999	0.026943	0.000727	28.713059
1.386000	0.499622	0.037472	0.066450	489.538122	0.026954	0.000726	28.683052
1.388000	0.499562	0.037467	0.066442	488.886736	0.026964	0.000725	28.653083
1.390000	0.499502	0.037463	0.066434	488.235838	0.026975	0.000724	28.623153
1.392000	0.499442	0.037458	0.066426	487.585429	0.026985	0.000723	28.593260
1.394000	0.499382	0.037454	0.066418	486.935510	0.026996	0.000722	28.563407
1.396000	0.499321	0.037449	0.066410	486.286080	0.027006	0.000720	28.533591
1.398000	0.499261	0.037445	0.066402	485.637139	0.027017	0.000719	28.503813
1.400000	0.499200	0.037440	0.066394	484.988687	0.027027	0.000718	28.474074
1.402000	0.499139	0.037435	0.066386	484.340724	0.027038	0.000717	28.444372
1.404000	0.499078	0.037431	0.066377	483.693249	0.027048	0.000716	28.414708
1.406000	0.499018	0.037426	0.066369	483.046264	0.027059	0.000715	28.385082
1.408000	0.498957	0.037422	0.066361	482.399767	0.027069	0.000714	28.355494
1.410000	0.498895	0.037417	0.066353	481.753759	0.027079	0.000713	28.325944
1.412000	0.498834	0.037413	0.066345	481.108239	0.027090	0.000712	28.296431
1.414000	0.498773	0.037408	0.066337	480.463208	0.027100	0.000711	28.266956
1.416000	0.498712	0.037403	0.066329	479.818666	0.027110	0.000710	28.237518
1.418000	0.498650	0.037399	0.066320	479.174612	0.027120	0.000709	28.208117
1.420000	0.498589	0.037394	0.066312	478.531046	0.027130	0.000708	28.178754
1.422000	0.498527	0.037390	0.066304	477.887969	0.027141	0.000707	28.149429
1.424000	0.498465	0.037385	0.066296	477.245380	0.027151	0.000706	28.120140
1.426000	0.498403	0.037380	0.066288	476.603279	0.027161	0.000705	28.090889
1.428000	0.498341	0.037376	0.066279	475.961667	0.027171	0.000704	28.061674
1.430000	0.498279	0.037371	0.066271	475.320542	0.027181	0.000702	28.032497
1.432000	0.498217	0.037366	0.066263	474.679906	0.027191	0.000701	28.003356
1.434000	0.498155	0.037362	0.066255	474.039757	0.027201	0.000700	27.974253
1.436000	0.498093	0.037357	0.066246	473.400096	0.027211	0.000699	27.945186
1.438000	0.498030	0.037352	0.066238	472.760923	0.027221	0.000698	27.916156
1.440000	0.497968	0.037348	0.066230	472.122238	0.027231	0.000697	27.887163
1.442000	0.497905	0.037343	0.066221	471.484041	0.027240	0.000696	27.858206
1.444000	0.497843	0.037338	0.066213	470.846331	0.027250	0.000695	27.829286
1.446000	0.497780	0.037333	0.066205	470.209109	0.027260	0.000694	27.800402
1.448000	0.497717	0.037329	0.066196	469.572375	0.027270	0.000693	27.771554
1.450000	0.497654	0.037324	0.066188	468.936128	0.027280	0.000692	27.742743
1.452000	0.497591	0.037319	0.066180	468.300368	0.027289	0.000691	27.713969
1.454000	0.497528	0.037315	0.066171	467.665096	0.027299	0.000690	27.685230
1.456000	0.497464	0.037310	0.066163	467.030311	0.027309	0.000689	27.656528
1.458000	0.497401	0.037305	0.066154	466.396013	0.027318	0.000688	27.627861
1.460000	0.497338	0.037300	0.066146	465.762202	0.027328	0.000687	27.599231
1.462000	0.497274	0.037296	0.066137	465.128879	0.027338	0.000686	27.570636
1.464000	0.497210	0.037291	0.066129	464.496042	0.027347	0.000685	27.542078
1.466000	0.497147	0.037286	0.066120	463.863693	0.027357	0.000684	27.513555
1.468000	0.497083	0.037281	0.066112	463.231830	0.027366	0.000683	27.485068
1.470000	0.497019	0.037276	0.066104	462.600454	0.027376	0.000682	27.456617
1.472000	0.496955	0.037272	0.066095	461.969565	0.027385	0.000681	27.428201
1.474000	0.496891	0.037267	0.066086	461.339163	0.027395	0.000680	27.399821
1.476000	0.496826	0.037262	0.066078	460.709247	0.027404	0.000679	27.371476
1.478000	0.496762	0.037257	0.066069	460.079818	0.027413	0.000678	27.343167
1.480000	0.496698	0.037252	0.066061	459.450876	0.027423	0.000677	27.314893
1.482000	0.496633	0.037247	0.066052	458.822420	0.027432	0.000676	27.286654
1.484000	0.496569	0.037243	0.066044	458.194450	0.027441	0.000675	27.258451
1.486000	0.496504	0.037238	0.066035	457.566967	0.027451	0.000674	27.230283
1.488000	0.496439	0.037233	0.066026	456.939970	0.027460	0.000673	27.202150
1.490000	0.496374	0.037228	0.066018	456.313459	0.027469	0.000672	27.174051
1.492000	0.496309	0.037223	0.066009	455.687435	0.027478	0.000671	27.145988
1.494000	0.496244	0.037218	0.066000	455.061896	0.027488	0.000670	27.117960
1.496000	0.496179	0.037213	0.065992	454.436844	0.027497	0.000669	27.089967
1.498000	0.496114	0.037209	0.065983	453.812277	0.027506	0.000668	27.062008
1.500000	0.496048	0.037204	0.065974	453.188197	0.027515	0.000667	27.034084
1.502000	0.495983	0.037199	0.065966	452.564602	0.027524	0.000666	27.006195
1.504000	0.495917	0.037194	0.065957	451.941493	0.027533	0.000665	26.978340
1.506000	0.495852	0.037189	0.065948	451.318870	0.027542	0.000664	26.950520
1.508000	0.495786	0.037184	0.065940	450.696732	0.027551	0.000663	26.922734
1.510000	0.495720	0.037179	0.065931	450.075080	0.027560	0.000662	26.894983
1.512000	0.495654	0.037174	0.065922	449.453913	0.027569	0.000661	26.867266
1.514000	0.495588	0.037169	0.065913	448.833232	0.027578	0.000660	26.839583
1.516000	0.495522	0.037164	0.065904	448.213037	0.027587	0.000659	26.811935
1.518000	0.495456	0.037159	0.065896	447.593326	0.027596	0.000658	26.784321
1.520000	0.495389	0.037154	0.065887	446.974101	0.027604	0.000657	26.756741
1.522000	0.495323	0.037149	0.065878	446.355361	0.027613	0.000656	26.729194
1.524000	0.495257	0.037144	0.065869	445.737106	0.027622	0.000655	26.701682
1.526000	0.495190	0.037139	0.065860	445.119337	0.027631	0.000654	26.674204
1.528000	0.495123	0.037134	0.065851	444.502052	0.027639	0.000653	26.646759
1.530000	0.495056	0.037129	0.065842	443.885252	0.027648	0.000652	26.619349
1.532000	0.494989	0.037124	0.065834	443.268937	0.027657	0.000651	26.591972
1.534000	0.494922	0.037119	0.065825	442.653107	0.027665	0.000650	26.564629
1.536000	0.494855	0.037114	0.065816	442.037762	0.027674	0.000649	26.537319
1.538000	0.494788	0.037109	0.065807	441.422901	0.027683	0.000648	26.510043
1.540000	0.494721	0.037104	0.065798	440.808525	0.027691	0.000647	26.482800
1.542000	0.494654	0.037099	0.065789	440.194633	0.027700	0.000646	26.455591
1.544000	0.494586	0.037094	0.065780	439.581226	0.027708	0.000645	26.428415
1.546000	0.494518	0.037089	0.065771	438.968303	0.027717	0.000644	26.401272
1.548000	0.494451	0.037084	0.065762	438.355865	0.027725	0.000643	26.374163
1.550000	0.494383	0.037079	0.065753	437.743911	0.027734	0.000642	26.347087
1.552000	0.494315	0.037074	0.065744	437.132441	0.027742	0.000641	26.320044
1.554000	0.494247	0.037069	0.065735	436.521455	0.027750	0.000640	26.293034
1.556000	0.494179	0.037063	0.065726	435.910953	0.027759	0.000639	26.266057
1.558000	0.494111	0.037058	0.065717	435.300936	0.027767	0.000638	26.239113
1.560000	0.494043	0.037053	0.065708	434.691402	0.027775	0.000637	26.212201
1.562000	0.493974	0.037048	0.065699	434.082352	0.027784	0.000636	26.185323
1.564000	0.493906	0.037043	0.065689	433.473786	0.027792	0.000635	26.158477
1.566000	0.493837	0.037038	0.065680	432.865704	0.027800	0.000635	26.131664
1.568000	0.493769	0.037033	0.065671	432.258105	0.027808	0.000634	26.104884
1.570000	0.493700	0.037027	0.065662	431.650990	0.027817	0.000633	26.078137
1.572000	0.493631	0.037022	0.065653	431.044358	0.027825	0.000632	26.051421
1.574000	0.493562	0.037017	0.065644	430.438210	0.027833	0.000631	26.024739
1.576000	0.493493	0.037012	0.065635	429.832546	0.027841	0.000630	25.998088
1.578000	0.493424	0.037007	0.065625	429.227364	0.027849	0.000629	25.971470
1.580000	0.493355	0.037002	0.065616	428.622666	0.027857	0.000628	25.944885
1.582000	0.493285	0.036996	0.065607	428.018452	0.027865	0.000627	25.918331
1.584000	0.493216	0.036991	0.065598	427.414720	0.027873	0.000626	25.891810
1.586000	0.493147	0.036986	0.065588	426.811471	0.027881	0.000625	25.865321
1.588000	0.493077	0.036981	0.065579	426.208706	0.027889	0.000624	25.838864
1.590000	0.493007	0.036976	0.065570	425.606423	0.027897	0.000623	25.812439
1.592000	0.492937	0.036970	0.065561	425.004623	0.027905	0.000622	25.786046
1.594000	0.492867	0.036965	0.065551	424.403306	0.027913	0.000621	25.759685
1.596000	0.492797	0.036960	0.065542	423.802471	0.027921	0.000620	25.733355
1.598000	0.492727	0.036955	0.065533	423.202120	0.027929	0.000619	25.707058
1.600000	0.492657	0.036949	0.065523	422.602251	0.027936	0.000618	25.680792
1.602000	0.492587	0.036944	0.065514	422.002864	0.027944	0.000618	25.654558
1.604000	0.492516	0.036939	0.065505	421.403960	0.027952	0.000617	25.628355
1.606000	0.492446	0.036933	0.065495	420.805538	0.027960	0.000616	25.602184
1.608000	0.492375	0.036928	0.065486	420.207599	0.027967	0.000615	25.576044
1.610000	0.492305	0.036923	0.065477	419.610141	0.027975	0.000614	25.549936
1.612000	0.492234	0.036918	0.065467	419.013166	0.027983	0.000613	25.523859
1.614000	0.492163	0.036912	0.065458	418.416673	0.027990	0.000612	25.497814
1.616000	0.492092	0.036907	0.065448	417.820662	0.027998	0.000611	25.471800
1.618000	0.492021	0.036902	0.065439	417.225133	0.028006	0.000610	25.445817
1.620000	0.491950	0.036896	0.065429	416.630086	0.028013	0.000609	25.419865
1.622000	0.491878	0.036891	0.065420	416.035521	0.028021	0.000608	25.393944
1.624000	0.491807	0.036886	0.065410	415.441438	0.028028	0.000607	25.368055
1.626000	0.491736	0.036880	0.065401	414.847836	0.028036	0.000606	25.342196
1.628000	0.491664	0.036875	0.065391	414.254716	0.028043	0.000606	25.316368
1.630000	0.491592	0.036869	0.065382	413.662077	0.028050	0.000605	25.290571
1.632000	0.491521	0.036864	0.065372	413.069920	0.028058	0.000604	25.264805
1.634000	0.491449	0.036859	0.065363	412.478244	0.028065	0.000603	25.239070
1.636000	0.491377	0.036853	0.065353	411.887050	0.028073	0.000602	25.213365
1.638000	0.491305	0.036848	0.065344	411.296336	0.028080	0.000601	25.187692
1.640000	0.491232	0.036842	0.065334	410.706104	0.028087	0.000600	25.162048
1.642000	0.491160	0.036837	0.065324	410.116354	0.028095	0.000599	25.136436
1.644000	0.491088	0.036832	0.065315	409.527084	0.028102	0.000598	25.110853
1.646000	0.491015	0.036826	0.065305	408.938295	0.028109	0.000597	25.085301
1.648000	0.490943	0.036821	0.065295	408.349987	0.028116	0.000596	25.059780
1.650000	0.490870	0.036815	0.065286	407.762160	0.028124	0.000596	25.034289
1.652000	0.490797	0.036810	0.065276	407.174813	0.028131	0.000595	25.008828
1.654000	0.490724	0.036804	0.065266	406.587948	0.028138	0.000594	24.983398
1.656000	0.490651	0.036799	0.065257	406.001563	0.028145	0.000593	24.957997
1.658000	0.490578	0.036793	0.065247	405.415658	0.028152	0.000592	24.932627
1.660000	0.490505	0.036788	0.065237	404.830234	0.028159	0.000591	24.907287
1.662000	0.490432	0.036782	0.065227	404.245291	0.028166	0.000590	24.881976
1.664000	0.490359	0.036777	0.065218	403.660828	0.028173	0.000589	24.856696
1.666000	0.490285	0.036771	0.065208	403.076845	0.028180	0.000588	24.831446
1.668000	0.490212	0.036766	0.065198	402.493342	0.028187	0.000588	24.806225
1.670000	0.490138	0.036760	0.065188	401.910319	0.028194	0.000587	24.781035
1.672000	0.490064	0.036755	0.065179	401.327776	0.028201	0.000586	24.755874
1.674000	0.489990	0.036749	0.065169	400.745714	0.028208	0.000585	24.730743
1.676000	0.489916	0.036744	0.065159	400.164131	0.028215	0.000584	24.705641
1.678000	0.489842	0.036738	0.065149	399.583028	0.028222	0.000583	24.680569
1.680000	0.489768	0.036733	0.065139	399.002405	0.028229	0.000582	24.655526
1.682000	0.489694	0.036727	0.065129	398.422262	0.028235	0.000581	24.630513
1.684000	0.489620	0.036721	0.065119	397.842598	0.028242	0.000580	24.605530
1.686000	0.489545	0.036716	0.065110	397.263413	0.028249	0.000580	24.580576
1.688000	0.489471	0.036710	0.065100	396.684709	0.028256	0.000579	24.555651
1.690000	0.489396	0.036705	0.065090	396.106483	0.028262	0.000578	24.530755
1.692000	0.489321	0.036699	0.065080	395.528737	0.028269	0.000577	24.505889
1.694000	0.489246	0.036693	0.065070	394.951470	0.028276	0.000576	24.481052
1.696000	0.489171	0.036688	0.065060	394.374682	0.028282	0.000575	24.456244
1.698000	0.489096	0.036682	0.065050	393.798374	0.028289	0.000574	24.431465
1.700000	0.489021	0.036677	0.065040	393.222544	0.028296	0.000573	24.406715
1.702000	0.488946	0.036671	0.065030	392.647194	0.028302	0.000573	24.381994
1.704000	0.488871	0.036665	0.065020	392.072322	0.028309	0.000572	24.357302
1.706000	0.488795	0.036660	0.065010	391.497929	0.028315	0.000571	24.332639
1.708000	0.488720	0.036654	0.065000	390.924015	0.028322	0.000570	24.308004
1.710000	0.488644	0.036648	0.064990	390.350579	0.028328	0.000569	24.283399
1.712000	0.488568	0.036643	0.064980	389.777622	0.028335	0.000568	24.258822
1.714000	0.488492	0.036637	0.064969	389.205144	0.028341	0.000567	24.234274
1.716000	0.488416	0.036631	0.064959	388.633144	0.028347	0.000566	24.209754
1.718000	0.488340	0.036626	0.064949	388.061622	0.028354	0.000566	24.185263
1.720000	0.488264	0.036620	0.064939	387.490579	0.028360	0.000565	24.160801
1.722000	0.488188	0.036614	0.064929	386.920014	0.028367	0.000564	24.136367
1.724000	0.488112	0.036608	0.064919	386.349927	0.028373	0.000563	24.111961
1.726000	0.488035	0.036603	0.064909	385.780318	0.028379	0.000562	24.087584
1.728000	0.487959	0.036597	0.064898	385.211187	0.028385	0.000561	24.063235
1.730000	0.487882	0.036591	0.064888	384.642534	0.028392	0.000560	24.038914
1.732000	0.487805	0.036585	0.064878	384.074359	0.028398	0.000560	24.014622
1.734000	0.487728	0.036580	0.064868	383.506661	0.028404	0.000559	23.990358
1.736000	0.487651	0.036574	0.064858	382.939442	0.028410	0.000558	23.966122
1.738000	0.487574	0.036568	0.064847	382.372699	0.028416	0.000557	23.941914
1.740000	0.487497	0.036562	0.064837	381.806435	0.028423	0.000556	23.917734
1.742000	0.487420	0.036556	0.064827	381.240648	0.028429	0.000555	23.893582
1.744000	0.487343	0.036551	0.064817	380.675338	0.028435	0.000554	23.869457
1.746000	0.487265	0.036545	0.064806	380.110505	0.028441	0.000554	23.845361
1.748000	0.487188	0.036539	0.064796	379.546150	0.028447	0.000553	23.821293
1.750000	0.487110	0.036533	0.064786	378.982272	0.028453	0.000552	23.797252
1.752000	0.487032	0.036527	0.064775	378.418871	0.028459	0.000551	23.773239
1.754000	0.486954	0.036522	0.064765	377.855947	0.028465	0.000550	23.749254
1.756000	0.486876	0.036516	0.064755	377.293500	0.028471	0.000549	23.725296
1.758000	0.486798	0.036510	0.064744	376.731530	0.028477	0.000549	23.701366
1.760000	0.486720	0.036504	0.064734	376.170037	0.028483	0.000548	23.677464
1.762000	0.486642	0.036498	0.064723	375.609020	0.028489	0.000547	23.653589
1.764000	0.486563	0.036492	0.064713	375.048480	0.028494	0.000546	23.629742
1.766000	0.486485	0.036486	0.064702	374.488417	0.028500	0.000545	23.605922
1.768000	0.486406	0.036480	0.064692	373.928829	0.028506	0.000544	23.582129
1.770000	0.486328	0.036475	0.064682	373.369719	0.028512	0.000544	23.558363
1.772000	0.486249	0.036469	0.064671	372.811085	0.028518	0.000543	23.534625
1.774000	0.486170	0.036463	0.064661	372.252926	0.028523	0.000542	23.510914
1.776000	0.486091	0.036457	0.064650	371.695244	0.028529	0.000541	23.487230
1.778000	0.486012	0.036451	0.064640	371.138039	0.028535	0.000540	23.463574
1.780000	0.485933	0.036445	0.064629	370.581309	0.028540	0.000539	23.439944
1.782000	0.485853	0.036439	0.064619	370.025055	0.028546	0.000539	23.416342
1.784000	0.485774	0.036433	0.064608	369.469277	0.028552	0.000538	23.392766
1.786000	0.485695	0.036427	0.064597	368.913975	0.028557	0.000537	23.369217
1.788000	0.485615	0.036421	0.064587	368.359148	0.028563	0.000536	23.345695
1.790000	0.485535	0.036415	0.064576	367.804797	0.028568	0.000535	23.322200
1.792000	0.485455	0.036409	0.064566	367.250922	0.028574	0.000534	23.298732
1.794000	0.485376	0.036403	0.064555	366.697522	0.028579	0.000534	23.275291
1.796000	0.485296	0.036397	0.064544	366.144597	0.028585	0.000533	23.251876
1.798000	0.485215	0.036391	0.064534	365.592148	0.028590	0.000532	23.228488
1.800000	0.485135	0.036385	0.064523	365.040174	0.028596	0.000531	23.205127
1.802000	0.485055	0.036379	0.064512	364.488675	0.028601	0.000530	23.181792
1.804000	0.484974	0.036373	0.064502	363.937651	0.028607	0.000530	23.158483
1.806000	0.484894	0.036367	0.064491	363.387102	0.028612	0.000529	23.135201
1.808000	0.484813	0.036361	0.064480	362.837028	0.028617	0.000528	23.111946
1.810000	0.484733	0.036355	0.064469	362.287429	0.028623	0.000527	23.088717
1.812000	0.484652	0.036349	0.064459	361.738305	0.028628	0.000526	23.065514
1.814000	0.484571	0.036343	0.064448	361.189655	0.028633	0.000525	23.042338
1.816000	0.484490	0.036337	0.064437	360.641480	0.028639	0.000525	23.019187
1.818000	0.484409	0.036331	0.064426	360.093780	0.028644	0.000524	22.996063
1.820000	0.484327	0.036325	0.064416	359.546553	0.028649	0.000523	22.972965
1.822000	0.484246	0.036318	0.064405	358.999802	0.028654	0.000522	22.949894
1.824000	0.484165	0.036312	0.064394	358.453524	0.028660	0.000521	22.926848
1.826000	0.484083	0.036306	0.064383	357.907721	0.028665	0.000521	22.903828
1.828000	0.484001	0.036300	0.064372	357.362392	0.028670	0.000520	22.880834
1.830000	0.483920	0.036294	0.064361	356.817537	0.028675	0.000519	22.857867
1.832000	0.483838	0.036288	0.064350	356.273155	0.028680	0.000518	22.834925
1.834000	0.483756	0.036282	0.064340	355.729248	0.028685	0.000517	22.812009
1.836000	0.483674	0.036276	0.064329	355.185815	0.028690	0.000517	22.789119
1.838000	0.483592	0.036269	0.064318	354.642855	0.028695	0.000516	22.766254
1.840000	0.483509	0.036263	0.064307	354.100369	0.028700	0.000515	22.743415
1.842000	0.483427	0.036257	0.064296	353.558356	0.028705	0.000514	22.720602
1.844000	0.483345	0.036251	0.064285	353.016817	0.028710	0.000513	22.697815
1.846000	0.483262	0.036245	0.064274	352.475751	0.028715	0.000513	22.675053
1.848000	0.483179	0.036238	0.064263	351.935159	0.028720	0.000512	22.652317
1.850000	0.483097	0.036232	0.064252	351.395040	0.028725	0.000511	22.629606
1.852000	0.483014	0.036226	0.064241	350.855394	0.028730	0.000510	22.606920
1.854000	0.482931	0.036220	0.064230	350.316221	0.028735	0.000510	22.584260
1.856000	0.482848	0.036214	0.064219	349.777521	0.028739	0.000509	22.561626
1.858000	0.482764	0.036207	0.064208	349.239294	0.028744	0.000508	22.539016
1.860000	0.482681	0.036201	0.064197	348.701540	0.028749	0.000507	22.516432
1.862000	0.482598	0.036195	0.064185	348.164258	0.028754	0.000506	22.493874
1.864000	0.482514	0.036189	0.064174	347.627449	0.028759	0.000506	22.471340
1.866000	0.482430	0.036182	0.064163	347.091113	0.028763	0.000505	22.448832
1.868000	0.482347	0.036176	0.064152	346.555249	0.028768	0.000504	22.426348
1.870000	0.482263	0.036170	0.064141	346.019858	0.028773	0.000503	22.403890
1.872000	0.482179	0.036163	0.064130	345.484939	0.028777	0.000502	22.381457
1.874000	0.482095	0.036157	0.064119	344.950493	0.028782	0.000502	22.359049
1.876000	0.482011	0.036151	0.064107	344.416518	0.028787	0.000501	22.336665
1.878000	0.481927	0.036144	0.064096	343.883016	0.028791	0.000500	22.314307
1.880000	0.481842	0.036138	0.064085	343.349985	0.028796	0.000499	22.291974
1.882000	0.481758	0.036132	0.064074	342.817427	0.028800	0.000499	22.269665
1.884000	0.481673	0.036125	0.064063	342.285340	0.028805	0.000498	22.247381
1.886000	0.481589	0.036119	0.064051	341.753725	0.028809	0.000497	22.225122
1.888000	0.481504	0.036113	0.064040	341.222582	0.028814	0.000496	22.202887
1.890000	0.481419	0.036106	0.064029	340.691910	0.028818	0.000495	22.180677
1.892000	0.481334	0.036100	0.064017	340.161710	0.028823	0.000495	22.158492
1.894000	0.481249	0.036094	0.064006	339.631981	0.028827	0.000494	22.136331
1.896000	0.481164	0.036087	0.063995	339.102724	0.028832	0.000493	22.114195
1.898000	0.481078	0.036081	0.063983	338.573938	0.028836	0.000492	22.092084
1.900000	0.480993	0.036074	0.063972	338.045623	0.028840	0.000492	22.069996
1.902000	0.480907	0.036068	0.063961	337.517779	0.028845	0.000491	22.047933
1.904000	0.480822	0.036062	0.063949	336.990406	0.028849	0.000490	22.025895
1.906000	0.480736	0.036055	0.063938	336.463504	0.028853	0.000489	22.003881
1.908000	0.480650	0.036049	0.063926	335.937073	0.028857	0.000489	21.981891
1.910000	0.480564	0.036042	0.063915	335.411113	0.028862	0.000488	21.959925
1.912000	0.480478	0.036036	0.063904	334.885623	0.028866	0.000487	21.937984
1.914000	0.480392	0.036029	0.063892	334.360604	0.028870	0.000486	21.916067
1.916000	0.480306	0.036023	0.063881	333.836055	0.028874	0.000486	21.894174
1.918000	0.480220	0.036016	0.063869	333.311977	0.028879	0.000485	21.872305
1.920000	0.480133	0.036010	0.063858	332.788369	0.028883	0.000484	21.850460
1.922000	0.480047	0.036003	0.063846	332.265232	0.028887	0.000483	21.828639
1.924000	0.479960	0.035997	0.063835	331.742564	0.028891	0.000483	21.806841
1.926000	0.479873	0.035990	0.063823	331.220367	0.028895	0.000482	21.785068
